Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
OPX2OS18,N8 screening result code - Left Eye - Test 2,OPXFDT_E,Ophthalmology - Frequency Doubling Technology,2007,2008,Examination,None
OPX2OSBS,Blind Spot Test - The ratio of the number of times participant responded to a target placed in the blind spot versus the total number of targets presented - Left Eye - Test 2,OPXFDT_E,Ophthalmology - Frequency Doubling Technology,2007,2008,Examination,None
OPX2OSFP,"False Positive Test - The ratio of the number of times participant responded to a ""pause"" during testing (i.e., no target presented) versus total number of ""pauses"" presented - Left Eye - Test 2",OPXFDT_E,Ophthalmology - Frequency Doubling Technology,2007,2008,Examination,None
OPX2OSTN,Participant not fixating on target - Technician noted - Left Eye - Test 2,OPXFDT_E,Ophthalmology - Frequency Doubling Technology,2007,2008,Examination,None
SEQN,Respondent sequence number.,OPXFDT_E,Ophthalmology - Frequency Doubling Technology,2007,2008,Examination,None
VIQ110,Does SP appear to have a severe eye infection in one or both eyes?,OPXFDT_E,Ophthalmology - Frequency Doubling Technology,2007,2008,Examination,None
VIQ121,"If so, which eye?",OPXFDT_E,Ophthalmology - Frequency Doubling Technology,2007,2008,Examination,None
VIQ130,Is SP wearing an eye patch?,OPXFDT_E,Ophthalmology - Frequency Doubling Technology,2007,2008,Examination,None
OHAEXSTS,Overall Oral Health Exam Status,OHX_E,Oral Health,2007,2008,Examination,None
OHAPOS,Was the SP in a recumbent (laying down) position for all eligible assessments of the oral health exam?,OHX_E,Oral Health,2007,2008,Examination,None
OHQ410,Do you have an upper removable partial or full denture?,OHX_E,Oral Health,2007,2008,Examination,None
OHQ420,Do you usually wear it during the day?,OHX_E,Oral Health,2007,2008,Examination,None
OHQ430,Do you have a lower removable partial or full denture?,OHX_E,Oral Health,2007,2008,Examination,None
OHQ440,Do you usually wear it during the day?,OHX_E,Oral Health,2007,2008,Examination,None
OHX01HTC,Tooth Count: Upper right 3rd molar (3M),OHX_E,Oral Health,2007,2008,Examination,None
OHX02HTC,Tooth Count: Upper right 2nd molar (2M),OHX_E,Oral Health,2007,2008,Examination,None
OHX03HTC,Tooth Count: Upper right 1st molar (1M),OHX_E,Oral Health,2007,2008,Examination,None
OHX04HTC,Tooth Count: Upper right 2nd bicuspid (2B),OHX_E,Oral Health,2007,2008,Examination,None
OHX05HTC,Tooth Count: Upper right 1st bicuspid (1B),OHX_E,Oral Health,2007,2008,Examination,None
OHX06HTC,Tooth Count: Upper right cuspid (C),OHX_E,Oral Health,2007,2008,Examination,None
OHX07HTC,Tooth Count: Upper right lateral incisor (LI),OHX_E,Oral Health,2007,2008,Examination,None
OHX08HTC,Tooth Count: Upper right central incisor (CI),OHX_E,Oral Health,2007,2008,Examination,None
OHX09HTC,Tooth Count: Upper left central incisor (CI),OHX_E,Oral Health,2007,2008,Examination,None
OHX10HTC,Tooth Count: Upper left lateral incisor (LI),OHX_E,Oral Health,2007,2008,Examination,None
OHX11HTC,Tooth Count: Upper left cuspid (C),OHX_E,Oral Health,2007,2008,Examination,None
OHX12HTC,Tooth Count: Upper left 1st bicuspid (1B),OHX_E,Oral Health,2007,2008,Examination,None
OHX13HTC,Tooth Count: Upper left 2nd bicuspid (2B),OHX_E,Oral Health,2007,2008,Examination,None
OHX14HTC,Tooth Count: Upper left 1st molar (1M),OHX_E,Oral Health,2007,2008,Examination,None
OHX15HTC,Tooth Count: Upper left 2nd molar (2M),OHX_E,Oral Health,2007,2008,Examination,None
OHX16HTC,Tooth Count: Upper left 3rd molar (3M),OHX_E,Oral Health,2007,2008,Examination,None
OHX17HTC,Tooth Count: Lower left 3rd molar (3M),OHX_E,Oral Health,2007,2008,Examination,None
OHX18HTC,Tooth Count: Lower left 2nd molar (2M),OHX_E,Oral Health,2007,2008,Examination,None
OHX19HTC,Tooth Count: Lower left 1st molar (1M),OHX_E,Oral Health,2007,2008,Examination,None
OHX20HTC,Tooth Count: Lower left 2nd bicuspid (2B),OHX_E,Oral Health,2007,2008,Examination,None
OHX21HTC,Tooth Count: Lower left 1st bicuspid (1B),OHX_E,Oral Health,2007,2008,Examination,None
OHX22HTC,Tooth Count: Lower left cuspid (C),OHX_E,Oral Health,2007,2008,Examination,None
OHX23HTC,Tooth Count: Lower left lateral incisor (LI),OHX_E,Oral Health,2007,2008,Examination,None
OHX24HTC,Tooth Count: Lower left central incisor (CI),OHX_E,Oral Health,2007,2008,Examination,None
OHX25HTC,Tooth Count: Lower right central incisor (CI),OHX_E,Oral Health,2007,2008,Examination,None
OHX26HTC,Tooth Count: Lower right lateral incisor (LI),OHX_E,Oral Health,2007,2008,Examination,None
OHX27HTC,Tooth Count: Lower right cuspid (C),OHX_E,Oral Health,2007,2008,Examination,None
OHX28HTC,Tooth Count: Lower right 1st bicuspid (1B),OHX_E,Oral Health,2007,2008,Examination,None
OHX29HTC,Tooth Count: Lower right 2nd bicuspid (2B),OHX_E,Oral Health,2007,2008,Examination,None
OHX30HTC,Tooth Count: Lower right 1st molar (1M),OHX_E,Oral Health,2007,2008,Examination,None
OHX31HTC,Tooth Count: Lower right 2nd molar (2M),OHX_E,Oral Health,2007,2008,Examination,None
OHX32HTC,Tooth Count: Lower right 3rd molar (3M),OHX_E,Oral Health,2007,2008,Examination,None
OHXDECAY,Presence of at least one tooth with dental decay,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCANT,Anterior Zone:,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCLZ1,Left - Zone 1,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCLZ2,Left - Zone 2,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCLZ3,Left - Zone 3,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCLZ4,Left - Zone 4,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCLZ5,Left - Zone 5,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCLZ6,Left - Zone 6,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCLZ7,Left - Zone 7,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCLZ8,Left - Zone 8,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCRZ1,Right - Zone 1,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCRZ2,Right - Zone 2,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCRZ3,Right - Zone 3,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCRZ4,Right - Zone 4,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCRZ5,Right - Zone 5,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCRZ6,Right - Zone 6,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCRZ7,Right - Zone 7,OHX_E,Oral Health,2007,2008,Examination,None
OHXFCRZ8,Right - Zone 8,OHX_E,Oral Health,2007,2008,Examination,None
OHXREST,Presence of at least one tooth with a dental restoration,OHX_E,Oral Health,2007,2008,Examination,None
OHXSEAL,Presence of at least one tooth with a dental preventive sealant,OHX_E,Oral Health,2007,2008,Examination,None
SEQN,Respondent sequence number.,OHX_E,Oral Health,2007,2008,Examination,None
DXAFMRD0,Calculated DO for femur,DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXAFMRK,Calculated K for femur,DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXAFMRST,Femur scan status,DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXFMBCC,Total femur BMD invalidity code,DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXINA,Intertrochanter area (cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXINBMC,Intertrochanter bone mineral content (gm),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXINBMD,Intertrochanter bone mineral density (gm/cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXNKA,Femoral neck area (cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXNKBMC,Femoral neck bone mineral content (gm),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXNKBMD,Femoral neck bone mineral density (gm/cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXOFA,Total femur area (cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXOFBMC,Total femur bone mineral content (gm),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXOFBMD,Total femur bone mineral density (gm/cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXTRA,Trochanter area (cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXTRBMC,Trochanter bone mineral content (gm),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXTRBMD,Trochanter bone mineral density (gm/cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXWDA,Ward's triangle area (cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXWDBMC,Ward's triangle bone mineral content (gm),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
DXXWDBMD,Ward's triangle bone mineral density (gm/cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
SEQN,Respondent sequence number.,DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None
BPAARM,Arm selected:,BPX,Blood Pressure,1999,2000,Examination,None
BPACSZ,Cuff size (cm) (width X length),BPX,Blood Pressure,1999,2000,Examination,None
BPAEN1,Enhancement used first reading,BPX,Blood Pressure,1999,2000,Examination,None
BPAEN2,Enhancement used second reading,BPX,Blood Pressure,1999,2000,Examination,None
BPAEN3,Enhancement used third reading,BPX,Blood Pressure,1999,2000,Examination,None
BPAEN4,Enhancement used fourth reading,BPX,Blood Pressure,1999,2000,Examination,None
BPQ150A,Have you had any of the following in the past 30 minutes?:  Food,BPX,Blood Pressure,1999,2000,Examination,None
BPQ150B,Have you had any of the following in the past 30 minutes?:  Alcohol,BPX,Blood Pressure,1999,2000,Examination,None
BPQ150C,Have you had any of the following in the past 30 minutes?:  Coffee,BPX,Blood Pressure,1999,2000,Examination,None
BPQ150D,Have you had any of the following in the past 30 minutes?:  Cigarettes,BPX,Blood Pressure,1999,2000,Examination,None
BPXCHR,60 sec HR (30 sec HR * 2),BPX,Blood Pressure,1999,2000,Examination,None
BPXDAR,Diastolic blood pressure average:,BPX,Blood Pressure,1999,2000,Examination,None
BPXDB,# of dropped beats in 30 seconds,BPX,Blood Pressure,1999,2000,Examination,None
BPXDI1,Diastolic:  Blood pressure (first reading) mm Hg,BPX,Blood Pressure,1999,2000,Examination,None
BPXDI2,Diastolic: Blood pressure (second reading) mm Hg,BPX,Blood Pressure,1999,2000,Examination,None
BPXDI3,Diastolic: Blood pressure (third reading) mm Hg,BPX,Blood Pressure,1999,2000,Examination,None
BPXDI4,Diastolic:  Blood pressure (fourth reading if necessary) mm Hg,BPX,Blood Pressure,1999,2000,Examination,None
BPXML1,MIL: maximum inflation levels (mm Hg),BPX,Blood Pressure,1999,2000,Examination,None
BPXPLS,60 sec. pulse (30 sec. pulse * 2):,BPX,Blood Pressure,1999,2000,Examination,None
BPXPTY,Pulse type:,BPX,Blood Pressure,1999,2000,Examination,None
BPXPULS,Pulse regular or irregular?,BPX,Blood Pressure,1999,2000,Examination,None
BPXSAR,Systolic blood pressure average:,BPX,Blood Pressure,1999,2000,Examination,None
BPXSY1,Systolic:  Blood pressure (first reading) mm Hg,BPX,Blood Pressure,1999,2000,Examination,None
BPXSY2,Systolic:  Blood pressure (second reading) mm Hg,BPX,Blood Pressure,1999,2000,Examination,None
BPXSY3,Systolic:  Blood pressure (third reading) mm Hg,BPX,Blood Pressure,1999,2000,Examination,None
BPXSY4,Systolic:  Blood pressure (fourth reading if necessary) mm Hg,BPX,Blood Pressure,1999,2000,Examination,None
PEASCCT1,Blood Pressure Comment,BPX,Blood Pressure,1999,2000,Examination,None
PEASCST1,Blood Pressure Status,BPX,Blood Pressure,1999,2000,Examination,None
PEASCTM1,Blood Pressure Time in Seconds,BPX,Blood Pressure,1999,2000,Examination,None
SEQN,Respondent sequence number.,BPX,Blood Pressure,1999,2000,Examination,None
BMAAMP,Amputations?,BMX,Body Measures,1999,2000,Examination,None
BMAEXCMT,Comment code for an exam,BMX,Body Measures,1999,2000,Examination,None
BMAEXLEN,Exam length in seconds,BMX,Body Measures,1999,2000,Examination,None
BMAEXSTS,Status of a MEC exam,BMX,Body Measures,1999,2000,Examination,None
BMALLEXT,Amputations: Lower Left Extremity?,BMX,Body Measures,1999,2000,Examination,None
BMALLKNE,Amputations: Lower Left.   Above or Below Knee?,BMX,Body Measures,1999,2000,Examination,None
BMALOREX,Amputations: Lower Right Extremity?,BMX,Body Measures,1999,2000,Examination,None
BMALORKN,Amputations: Lower Right.   Above or Below Knee?,BMX,Body Measures,1999,2000,Examination,None
BMAULEXT,Amputations: Upper Left Extremity?,BMX,Body Measures,1999,2000,Examination,None
BMAUPLEL,Amputations: Upper Left.   Above or Below Elbow?,BMX,Body Measures,1999,2000,Examination,None
BMAUPREL,Amputations: Upper Right.   Above or Below Elbow?,BMX,Body Measures,1999,2000,Examination,None
BMAUREXT,Amputations: Upper Right Extremity?,BMX,Body Measures,1999,2000,Examination,None
BMIARMC,Arm Circumference Comment,BMX,Body Measures,1999,2000,Examination,None
BMIARML,Upper Arm Length Comment,BMX,Body Measures,1999,2000,Examination,None
BMICALF,Maximal Calf Comment,BMX,Body Measures,1999,2000,Examination,None
BMIHEAD,Head Circumference Comment,BMX,Body Measures,1999,2000,Examination,None
BMIHT,Standing Height Comment,BMX,Body Measures,1999,2000,Examination,None
BMILEG,Upper Leg Length Comment,BMX,Body Measures,1999,2000,Examination,None
BMIRECUM,Recumbent Length Comment,BMX,Body Measures,1999,2000,Examination,None
BMISUB,Subscapular Skinfold Comment,BMX,Body Measures,1999,2000,Examination,None
BMITHICR,Thigh Circumference Comment,BMX,Body Measures,1999,2000,Examination,None
BMITRI,Triceps Skinfold Comment,BMX,Body Measures,1999,2000,Examination,None
BMIWAIST,Waist Circumference Comment,BMX,Body Measures,1999,2000,Examination,None
BMIWT,Weight Comment,BMX,Body Measures,1999,2000,Examination,None
BMXARMC,Arm Circumference (cm),BMX,Body Measures,1999,2000,Examination,None
BMXARML,Upper Arm Length (cm),BMX,Body Measures,1999,2000,Examination,None
BMXBMI,Body Mass Index (kg/m**2),BMX,Body Measures,1999,2000,Examination,None
BMXCALF,Maximal Calf Circumference (cm),BMX,Body Measures,1999,2000,Examination,None
BMXHEAD,Head Circumference (cm),BMX,Body Measures,1999,2000,Examination,None
BMXHT,Standing Height (cm),BMX,Body Measures,1999,2000,Examination,None
BMXLEG,Upper Leg Length (cm),BMX,Body Measures,1999,2000,Examination,None
BMXRECUM,Recumbent Length (cm),BMX,Body Measures,1999,2000,Examination,None
BMXSUB,Subscapular Skinfold (mm),BMX,Body Measures,1999,2000,Examination,None
BMXTHICR,Thigh Circumference (cm),BMX,Body Measures,1999,2000,Examination,None
BMXTRI,Triceps Skinfold (mm),BMX,Body Measures,1999,2000,Examination,None
BMXWAIST,Waist Circumference (cm),BMX,Body Measures,1999,2000,Examination,None
BMXWT,Weight (kg),BMX,Body Measures,1999,2000,Examination,None
SEQN,Respondent sequence number.,BMX,Body Measures,1999,2000,Examination,None
CVAARM,Arm selected for blood pressure monitoring,CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVACUFF,Cuff size used for blood pressure monitoring,CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVAPROT,Assigned exercise protocol,CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVATEMP,Room temperature (Degrees Fahrenheit),CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVAVEST,Mesh vest used,CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVAWG1,Warm-up grade (% incline),CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVAWS1,Warm-up speed (miles per hour),CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVDESVO2,Estimated maximal oxygen uptake (ml/kg/min).,CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVDEXCL1,Excluded from exam due to selected physical functioning limitations,CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVDEXCL2,Excluded from exam due to selected cardiovascular conditions/symptoms,CVX,Cardiovascular Fitness,1999,2000,Examination,None
CVDEXCL3,Excluded from exam due to selected lung/breathing conditions/symptoms,CVX,Cardiovascular Fitness,1999,2000,Examination,None
